,Company,Revenue,Gross Margin,EBITDA Margin,Net Profit Margin,returnOnEquity,ROIC,returnOnAssets,Net Debt to EBITDA,Debt to Equity,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),PE ratio,Enterprise Value over EBITDA,priceBookValueRatio,Sector,Market Cap,priceVar,Market Capitalisation,Sector Market Cap,year
90,WMT,500343000000.0,0.2537,0.055,0.0197,0.1266,0.1014,0.1028,1.4542,0.597,0.0606,0.005,0.0376,-0.0815,0.0357,-0.1338,32.4012,13.0127,4.0467,Consumer Defensive,315789862037.0,29.898016946139087,20.01922648645464,1577432885584.61,2018
92,MRK,42294000000.0,0.6806,0.313,0.1471,0.233,0.0915,0.3667,1.2267,0.9406,0.0373,-0.0425,0.0154,0.0968,0.0478,0.1458,32.6538,16.2259,7.4415,Healthcare,198694768365.0,23.59785206575685,7.23190839981508,2747473521236.533,2018
93,MDLZ,25938000000.0,0.3991,0.211,0.1303,0.1319,0.0409,-5.1935,3.149,0.7166,-0.0426,0.0171,-0.0238,0.0082,-0.0147,-0.2018,17.4043,13.7592,2.27,Consumer Defensive,58197031662.45,40.916717977365906,3.6893507289143193,1577432885584.61,2018
94,MGM,11763096000.0,0.4118,0.21,0.0397,0.0717,0.0376,0.023,5.5772,2.345,-0.0273,0.0,0.0005,0.0,0.0568,0.0,29.5854,10.767,1.9698,Consumer Cyclical,12789822461.08,34.52956736206912,0.848882880592919,1506665142327.608,2018
98,NBR,3048121000.0,0.3514,0.175,-0.2103,-0.2373,-0.0269,-0.1029,5.8144,1.3279,-0.0706,0.0,-0.1557,0.0,-0.1205,0.0,0.0,7.1546,0.2594,Energy,715589132.0,33.63452258023262,0.06392882512896846,1119352859303.12,2018
101,NVDA,9714000000.0,0.5993,0.35600000000000004,0.3137,0.4078,0.6699,0.3349,-1.4780000000000002,0.2677,0.0809,0.1337,0.18600000000000005,0.4114,0.2412,0.6448,48.4971,41.8065,19.9899,Technology,149591100000.0,73.40989975467198,3.2595757317470864,4589281314836.065,2018
103,WDC,20647000000.0,0.3732,0.233,0.0327,0.0585,0.1133,0.0728,1.2803,0.9689,0.0664,-0.0531,0.0176,-0.1098,0.0344,-0.2887,34.1013,6.0891,2.014,Technology,23164327942.01,71.16930169570263,0.504748485718781,4589281314836.065,2018
104,BSX,9823000000.0,0.7136,0.26,0.1701,0.1915,0.0527,3.1829,2.7024,0.8086,0.0285,0.0,0.0596,0.0,0.0846,0.0,29.2066,21.8277,5.6052,Healthcare,48903519600.54,31.224615270169352,1.7799450739940301,2747473521236.533,2018
106,ON,5878300000.0,0.3808,0.236,0.1067,0.1978,0.1025,0.1477,1.221,0.8721,0.0985,0.0,0.1743,0.3454,0.1867,0.446,11.1554,6.2229,2.1702,Technology,6949539688.65,45.29200335593318,0.1514298037512709,4589281314836.065,2018
110,APA,7348000000.0,0.3318,0.489,0.0054,0.0056,0.0496,0.0021,2.0946,1.1562,-0.0634,-0.26,-0.1245,-0.5496,0.0375,0.0,238.6364,4.8659,1.3953,Energy,9963020602.5,-2.0874844709776683,0.8900696969410269,1119352859303.12,2018
116,CCL,18881000000.0,0.4127,0.287,0.1669,0.129,0.06,0.1112,1.7244,0.4223,0.0385,0.0459,0.0635,0.2718,0.1015,0.2589,13.5483,9.7954,1.7887,Consumer Cyclical,43720781457.2,6.183969613590753,2.901824713994305,1506665142327.608,2018
121,ABT,30578000000.0,0.5845,0.229,0.0774,0.0771,0.042,0.1796,2.208,0.6369,-0.0094,-0.0817,0.0663,-0.0402,0.0844,-0.2305,53.9776,20.3274,4.1459,Healthcare,127035568204.56,27.05125022624156,4.6237231122571885,2747473521236.533,2018
123,PTEN,3326997000.0,0.3011,0.18,-0.0966,-0.0917,-0.0429,-0.0726,1.4558,0.3193,0.0124,0.0,-0.0416,0.0,0.0537,0.0,0.0,5.2031,0.6368,Energy,2250230221.8,0.5475846904230076,0.2010295683883753,1119352859303.12,2018
127,JBLU,7658000000.0,0.6021,0.105,0.0245,0.0401,0.0227,0.0238,2.0636,0.5552,0.0722,0.0,0.0545,0.0072,0.0725,-0.3403,26.7667,8.1669,1.0448,Industrials,4894866901.98,15.555545874911372,0.2617031793622176,1870388779344.9854,2018
128,QEP,1932600000.0,0.7009,-0.162,-0.5234,-0.3677,-0.1359,-0.2021,-8.0591,0.9167,-0.049,0.0,-0.1152,0.0,-0.1076,0.0,0.0,0.0,0.4844,Energy,1333020302.12,-20.05935669747982,0.11908847965510211,1119352859303.12,2018
129,EBAY,10746000000.0,0.7783,0.318,0.2354,0.4028,0.0926,0.5926,1.2635,1.4697,0.0528,0.0658,0.1145,0.032,0.1552,0.2182,10.8798,9.1752,4.2188,Consumer Cyclical,27026559475.93,27.055128467550073,1.7938000101454108,1506665142327.608,2018
132,MRVL,2409170000.0,0.6068,0.26,0.2162,0.1258,0.1098,0.2428,-2.9383,0.0,-0.0014,0.0,-0.0325,0.1363,-0.1207,0.0708,20.3333,13.7973,2.5432,Technology,10487120000.0,62.62733317637122,0.22851333968344043,4589281314836.065,2018
133,WBA,131537000000.0,0.2341,0.064,0.0382,0.1932,0.0837,0.4979,1.6189,0.5536,0.0834,0.0882,0.117,0.1348,0.1021,0.0781,13.5227,9.7112,2.5698,Healthcare,68039754516.32,-10.612647654439453,2.4764480527440313,2747473521236.533,2018
140,MDT,29953000000.0,0.6973,0.316,0.1036,0.0612,0.0576,0.1774,1.5337,0.5078,0.0635,0.0195,0.0629,-0.0762,0.0608,-0.0215,35.4978,13.1632,2.172,Healthcare,110178305962.12,31.74119996587337,4.010168072976839,2747473521236.533,2018
141,RIG,3018000000.0,0.4039,-0.109,-0.6614,-0.1523,-0.0358,-0.0872,-22.0212,0.7613,-0.1665,0.0,-0.2415,0.0,-0.3182,0.0,0.0,0.0,0.27,Energy,3205627882.9,-3.641453177962776,0.2863822481228788,1119352859303.12,2018
144,DNR,1473625000.0,0.6318,0.472,0.219,0.2826,0.0662,0.0759,3.7894,2.4255,-0.0488,-0.073,-0.1307,-0.0775,-0.0187,0.0,2.28,4.9208,0.6767,Energy,787534461.99,-28.061227592911482,0.07035622908760857,1119352859303.12,2018
145,EOG,17275399000.0,0.5557,0.459,0.1979,0.1766,0.0945,0.1163,0.5716,0.3142,0.0757,0.0184,0.0225,0.0784,0.2313,0.0,14.7066,6.9559,2.5987,Energy,50573344205.61,-6.469136732239251,4.518087731253543,1119352859303.12,2018
147,TXN,15784000000.0,0.6511,0.4920000000000001,0.3535,0.6204,0.3753,0.6337,0.1075,0.5635,0.0547,0.1463,0.0792,0.2391,0.0884,0.2566,16.5499,11.7973,10.0027,Technology,90771335991.0,39.637314907268454,1.977898711450912,4589281314836.065,2018
150,CVS,194579000000.0,0.1621,0.035,-0.0031,-0.0102,0.017,-0.0472,9.9107,1.2611,0.1182,0.0,0.1234,0.0,0.1077,0.0,0.0,19.8072,1.2626,Healthcare,66751715721.6,17.152815275319387,2.429567208042012,2747473521236.533,2018
151,HES,6466000000.0,0.5243,0.361,-0.0436,-0.0293,0.0274,-0.0154,1.7036,0.6929,-0.1614,0.0,-0.1203,0.0,-0.0214,0.0,0.0,6.8421,1.2265,Energy,11998252008.0,60.801838706955564,1.0718918443170637,1119352859303.12,2018
157,OXY,18934000000.0,0.4199,0.527,0.2182,0.1937,0.1056,0.1217,0.7303,0.4837,-0.0165,-0.0427,-0.0118,-0.0566,0.1468,0.0,11.3667,5.3767,2.1727,Energy,46343492074.44,-29.000307186871492,4.14020401960578,1119352859303.12,2018
161,LUV,21965000000.0,0.6787,0.205,0.1122,0.2502,0.1314,0.1481,-0.0694,0.3427,0.0991,0.3342,0.0858,0.3179,0.0795,0.0865,10.8093,5.7438,2.6323,Industrials,26136010396.16,16.073460659346246,1.3973570994856424,1870388779344.9854,2018
166,MDR,6705000000.0,0.0773,-0.305,-0.4007,-3.3588,-0.3388,-3.043,-1.2968,4.3713,0.0088,0.0,0.058,0.0,0.0496,0.0,0.0,0.0,1.4715,Energy,1181020105.56,-90.50279299379686,0.10550918736163967,1119352859303.12,2018
169,UNH,226247000000.0,0.238,0.086,0.053,0.2319,0.13699999999999998,-1.9782,0.9908,0.7071,0.1339,0.1764,0.1405,0.1736,0.1253,0.2684,20.0096,13.3598,4.6406,Healthcare,239661959904.0,22.777784610706092,8.722994345588353,2747473521236.533,2018
171,GES,2363754000.0,0.3506,0.056,-0.0033,-0.0086,0.0522,-0.0084,-2.4614,0.0459,0.0426,0.0,-0.0137,0.0,0.0021,0.0,0.0,6.9167,1.3316,Consumer Cyclical,1240693503.4,9.042083589515217,0.08234699725536127,1506665142327.608,2018
173,NFLX,15794341000.0,0.3689,0.589,0.0767,0.2312,0.0639,0.3341,0.7057,1.9776,0.2749,0.3047,0.2757,0.5875,0.316,1.1297,96.2806,13.2519,22.2965,Communication Services,116722509761.7,20.88844164131801,15.673018291248333,744735363620.9099,2018
174,ENTG,1550497000.0,0.4643,0.268,0.1553,0.2379,0.1165,0.2042,1.0986,0.9277,0.0836,0.0,0.1711,0.2605,0.1259,0.4397,16.3158,10.582,3.8393,Technology,3943137159.9,70.2230902686627,0.08592058079230765,4589281314836.065,2018
175,CSX,12250000000.0,0.3896,0.512,0.2701,0.263,0.0885,0.1014,2.175,1.1731,0.0432,0.131,0.0391,0.1612,0.0596,0.2448,16.0959,10.5371,4.0992,Industrials,52463837028.93,18.400053729855674,2.8049696195944334,1870388779344.9854,2018
181,RES,1721005000.0,0.3126,0.226,0.1019,0.1846,0.1458,0.1765,-0.2992,0.0,0.0727,0.0801,-0.0117,0.014,0.1122,0.0,12.0366,5.157,2.2307,Energy,2120056674.54,-48.58533689588775,0.18940021074854732,1119352859303.12,2018
183,WMB,8686000000.0,0.4991,0.33,-0.0178,-0.0106,0.0114,-0.0057,7.7566,1.5289,-0.0796,0.0,-0.0234,0.0,-0.0316,0.0,0.0,17.0636,1.4644,Energy,26692451783.55,12.294940081757138,2.384632474175125,1119352859303.12,2018
187,PAYX,3377700000.0,0.6986,0.428,0.2943,0.4218,0.3678,1.0037,-0.2932,0.0,0.0531,0.0588,0.0803,0.121,0.0762,0.1419,23.6751,15.993,9.9811,Industrials,23561278633.44,34.69172958491354,1.2596995284419539,1870388779344.9854,2018
188,CELG,15281000000.0,0.9616,0.406,0.2648,0.6567,0.1254,0.6345,2.2919,3.2901,0.2368,0.0,0.2215,0.2638,0.2222,0.4083,11.3434,9.5108,7.2735,Healthcare,44815050425.6,62.4249682700073,1.63113675452022,2747473521236.533,2018
189,D,13366000000.0,0.4208,0.509,0.1831,0.1217,0.0313,0.047,5.1006,1.7494,-0.0288,0.017,-0.0203,0.0502,0.0131,0.054000000000000006,19.107,11.9847,2.3282,Utilities,46812258191.88,21.977557820154228,6.136937980399872,762795034614.7997,2018
193,MMM,32765000000.0,0.4909,0.259,0.1633,0.546,0.1657,0.3518,1.344,1.4927,0.0442,0.0627,0.0422,0.0587,0.0478,0.0557,20.9615,14.4369,11.2951,Industrials,110948990702.9,-4.496326054553061,5.931867851653526,1870388779344.9854,2018
194,BIIB,13452900000.0,0.865,0.511,0.3293,0.3398,0.1993,0.5575,0.349,0.4553,0.16699999999999998,0.2322,0.1754,0.2243,0.1206,0.1204,13.9122,9.1706,4.6109,Healthcare,60630142487.4,-2.612488559288676,2.2067598475021035,2747473521236.533,2018
195,JBL,22095416000.0,0.0772,0.059,0.0039,0.0443,0.0884,0.0245,0.9736,1.2915,0.0773,-0.0239,0.086,-0.2281,0.1155,-0.3008,59.12,4.8189,2.5298,Technology,4979226632.64,68.69328090971952,0.10849687110143658,4589281314836.065,2018
196,ACN,40992534000.0,0.3048,0.161,0.099,0.3917,0.4153,0.8642,-0.7636,0.0024,0.0464,0.0884,0.0674,0.0491,0.075,0.0986,26.1718,16.5203,10.4513,Technology,114068917375.71,51.665345081973975,2.4855507769147223,4589281314836.065,2018
201,LVS,13729000000.0,0.4920000000000001,0.316,0.1758,0.4245,0.1701,0.1286,1.6856,2.1086,0.0455,0.0,0.0085,0.0183,0.06,0.0756,16.9544,11.072,7.1427,Consumer Cyclical,40784000117.85,34.103202226514725,2.7069054013451095,1506665142327.608,2018
205,PAA,34055000000.0,0.0881,0.099,0.0651,0.1846,0.0645,0.1491,2.7171,0.7673,-0.0935,0.053,-0.1766,-0.0522,-0.0724,0.1002,7.2347,7.0423,1.2122,Energy,14554494948.12,-4.799286393750849,1.3002597730604135,1119352859303.12,2018
206,VLO,117033000000.0,0.0478,0.056,0.0267,0.1441,0.0802,0.0872,0.9369,0.4204,0.0304,0.0,0.0152,0.0787,0.1585,-0.0299,10.2699,5.8008,1.4532,Energy,31810388902.74,29.25077385297757,2.8418553308153713,1119352859303.12,2018
213,ARNC,14014000000.0,0.1867,0.13,0.0458,0.1152,0.0622,0.0732,2.2245,1.1358,-0.1172,0.0,-0.14800000000000002,0.0,0.0067,0.0,12.6767,6.6962,1.462,Industrials,8147466358.2,66.73291951400432,0.4356028248337366,1870388779344.9854,2018
216,SM,2067072000.0,0.7642,0.715,0.246,0.1741,0.0748,0.0877,1.5854,0.8891,-0.0123,0.1247,-0.1171,0.121,-0.0704,0.0,3.4097,2.76,0.5944,Energy,1735969785.48,-26.0524140956493,0.15508691214321546,1119352859303.12,2018
219,UAL,41303000000.0,0.6013,0.136,0.0515,0.212,0.062,0.0822,2.7958,1.9704,-0.0033,0.0,0.0746,0.3771,0.1428,-0.2651,10.8318,6.8501,2.2718,Industrials,22813445216.76,4.644804013471165,1.2197167491963528,1870388779344.9854,2018
223,IPG,9714400000.0,0.1419,0.118,0.0637,0.2586,0.0943,0.7282,2.6753,1.5603,0.0532,0.0971,0.0842,0.2048,0.1075,0.1317,12.8137,9.6064,3.3067,Consumer Cyclical,7929171445.0,19.20942576172236,0.5262729734856962,1506665142327.608,2018
227,IBM,79591000000.0,0.4641,0.208,0.1097,0.5196,0.0908,0.402,2.0296,2.7276,0.0144,0.0061,-0.0059,-0.0867,0.0147,-0.1078,11.8777,8.2715,6.1003,Technology,103302588631.59,21.924245769006482,2.2509535054570975,4589281314836.065,2018
228,NYT,1749000000.0,0.5918,0.14300000000000002,0.0719,0.1208,0.1022,0.1462,-1.4373,0.2437,-0.0635,0.0,0.0014,0.1189,0.0336,0.2561,29.3289,13.2785,3.5363,Consumer Cyclical,3677850000.0,48.18288511500536,0.2441053354641354,1506665142327.608,2018
230,OLN,6946100000.0,0.1618,0.185,0.0472,0.1158,0.0541,0.0805,2.3805,1.1406,0.0599,-0.0057,0.0576,-0.0254,0.1469,0.0,10.2081,4.9977,1.178,Basic Materials,3355058526.52,-13.232710808130212,0.6698896878356637,500837464353.244,2018
231,JCI,23400000000.0,0.3276,0.153,0.0924,0.1022,0.0296,0.5582,2.998,0.5164,-0.0572,-0.0198,-0.1143,-0.0004,-0.1776,-0.0179,15.0342,10.291,1.5375,Basic Materials,32538762327.58,36.979177830896866,6.496870670327929,500837464353.244,2018
234,NWL,8630900000.0,0.3486,-0.871,-0.8015,-1.3257,-0.3471,-1.5296,-0.8674,1.3443,-0.0235,0.0,-0.0128,0.0,-0.0604,0.0,0.0,0.0,1.6084,Consumer Defensive,8677812000.0,9.017197922046675,0.5501224222787728,1577432885584.61,2018
235,EPD,36534200000.0,0.1406,0.195,0.1142,0.1749,0.0612,0.1109,3.5969,1.0975,-0.0846,0.2615,-0.0829,0.0637,0.075,0.15,12.8743,11.134,2.2501,Energy,53671647514.5,19.92462041137923,4.794881888086172,1119352859303.12,2018
237,AEP,16195700000.0,0.3112,0.328,0.1188,0.1011,0.0266,0.038,4.6428,1.3273,-0.0088,0.0127,0.0154,0.0511,-0.0069,-0.0221,19.1641,11.5833,1.937,Utilities,36854953729.98,33.74042948336133,4.831567073400159,762795034614.7997,2018
239,CAT,54722000000.0,0.3107,0.201,0.1123,0.4366,0.096,0.2566,2.6052,2.5961,0.0096,0.0596,0.0141,0.121,0.0536,0.3498,12.23,9.4127,5.3373,Industrials,74984859766.77,20.16613555304312,4.009052053500336,1870388779344.9854,2018
241,MYL,11433900000.0,0.35,0.258,0.0308,0.029,0.0199,0.0892,4.5668,1.1394,0.0279,0.0,0.0428,-0.1589,0.0363,-0.2746,39.7101,9.3551,1.1593,Healthcare,14128302853.4,-28.008594818966174,0.5142288995397265,2747473521236.533,2018
242,XRAY,3986300000.0,0.5187,-0.14800000000000002,-0.2536,-0.1974,-0.0804,-0.5793,-2.2827,0.3236,0.0192,0.0,-0.0298,0.0,-0.0238,0.0,0.0,0.0,1.6167,Healthcare,9498048038.55,50.39481006263575,0.345701167459306,2747473521236.533,2018
244,CMC,4643723000.0,0.134,0.073,0.0298,0.0927,0.0591,0.0531,1.5704,0.7757,-0.0749,-0.0523,-0.068,0.1236,-0.0543,0.1987,18.1513,8.9774,1.6925,Basic Materials,2527502810.4,39.334971399428355,0.5046553004304278,500837464353.244,2018
245,JCP,12873000000.0,0.3624,0.051,-0.0092,-0.0853,0.0226,-0.022,5.7972,3.06,-0.0743,0.0,-0.0692,0.0,0.01,0.0,0.0,7.4006,0.7572,Consumer Cyclical,1043764645.6,-1.754384313814067,0.06927648462003409,1506665142327.608,2018
246,TMUS,43310000000.0,0.5762,0.272,0.0667,0.1168,0.0537,0.1351,2.2401,1.1145,0.1246,0.1479,0.0703,1.3071,0.0847,0.5563,18.7088,6.8291,2.1851,Communication Services,53966280129.42,20.16548513934049,7.2463700215651725,744735363620.9099,2018
