,Company,Revenue,Gross Margin,EBITDA Margin,Net Profit Margin,returnOnEquity,ROIC,returnOnAssets,Net Debt to EBITDA,Debt to Equity,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),PE ratio,Enterprise Value over EBITDA,priceBookValueRatio,Sector,Market Cap,priceVar,Market Capitalisation,Sector Market Cap,year
21,CAG,7826900000.0,0.2995,0.173,0.0817,0.1602,0.07,0.332,2.0221,0.7508,-0.0134,-0.0021,-0.1054,0.0593,-0.1318,0.2781,26.027,14.095999999999998,4.107,Consumer Defensive,16390321092.72,-41.75405929922727,1.1183978958089662,1465517876432.0237,2017
22,PEP,63525000000.0,0.5467,0.206,0.0765,0.4397,0.1416,0.1749,1.5126,3.5565,0.0616,-0.0031,0.0117,-0.0299,0.0029,-0.0757,34.7235,14.3577,15.1891,Consumer Defensive,167898244727.42,-3.313237087778952,11.456581146330887,1465517876432.0237,2017
23,COST,129025000000.0,0.1329,0.043,0.0208,0.2486,0.2012,0.149,0.1442,0.6099,0.0742,0.0971,0.0518,0.0917,0.0465,0.0921,26.0458,12.8162,6.4673,Consumer Defensive,69797744127.6,9.307226016875354,4.762667535487923,1465517876432.0237,2017
25,MNST,3369045000.0,0.6345,0.371,0.2436,0.2107,0.2473,0.4673,-0.9609,0.0,0.1365,0.1815,0.0849,0.1728,0.0656,0.1456,43.2483,27.3205,9.0877,Consumer Defensive,35366138543.0,-21.51171752625608,2.4132178195671714,1465517876432.0237,2017
26,SJM,7392300000.0,0.3835,0.198,0.0801,0.0865,0.0447,0.4152,3.5821,0.7881,0.0528,0.0624,0.0518,0.0439,0.0547,-0.0228,24.636,13.6189,2.1399,Consumer Defensive,14658775869.94,-22.251552417983824,1.0002454494535762,1465517876432.0237,2017
28,ADM,60828000000.0,0.0578,0.047,0.0262,0.0871,0.0377,0.0912,0.6523,0.409,0.0469,-0.0168,-0.044,0.08800000000000001,-0.0491,-0.0662,14.3179,8.5026,1.2319,Consumer Defensive,22420345008.08,5.249598942618492,1.5298581729118843,1465517876432.0237,2017
30,TAP,11002800000.0,0.4332,0.229,0.1423,0.1206,0.0389,0.452,4.3181,0.8717,0.0396,0.1019,0.1872,0.2429,0.3158,0.3776,11.3122,10.7654,1.3649,Consumer Defensive,16267386074.56,-31.71205881605033,1.1100093923224514,1465517876432.0237,2017
31,SYY,55371139000.0,0.1907,0.054000000000000006,0.0206,0.4797,0.1134,0.1809,2.4655,3.4410000000000003,0.0603,0.0264,0.0716,0.0195,0.0867,0.0976,24.0667,11.5695,11.3351,Consumer Defensive,27048884480.24,5.883635766822913,1.845687788271386,1465517876432.0237,2017
33,CHD,3776200000.0,0.458,0.231,0.1969,0.3352,0.0903,1.1048,2.4066,1.0705,0.0598,0.1654,0.0764,0.189,0.0728,0.2465,16.6431,16.5949,5.5447,Consumer Defensive,12353809655.06,35.22264851723126,0.8429654700041468,1465517876432.0237,2017
34,BG,45794000000.0,0.0385,0.024,0.0035,0.0224,0.0169,0.0168,3.5643,0.6707,0.004,-0.1591,-0.0484,0.2105,-0.0613,-0.3154,75.5444,12.3521,1.3376,Consumer Defensive,9561096877.54,-19.083351017339922,0.6524039748199878,1465517876432.0237,2017
35,PBH,882060000.0,0.5672,0.261,0.0787,0.0844,0.0434,0.3112,9.3483,2.667,0.0996,0.0603,0.1367,0.1209,0.1291,-0.0234,42.4122,22.1255,3.5816,Consumer Defensive,2941138327.8,-29.64228847073139,0.2006893518733834,1465517876432.0237,2017
36,BIG,5193995000.0,0.4042,0.069,0.0294,0.2349,0.1766,0.1816,0.1544,0.1635,0.104,0.1171,0.0819,0.0168,0.0991,0.1691,14.4095,6.2036,3.3257,Consumer Defensive,2163827772.8,-46.63813586701128,0.14764936051603098,1465517876432.0237,2017
37,STZ,7321100000.0,0.4807,0.362,0.2088,0.2218,0.077,0.3423,3.4195,1.3406,0.0489,0.1812,0.2311,0.2863,0.124,-0.0944,20.4652,15.1702,4.5071,Consumer Defensive,31135906661.95,-28.093676843552018,2.124566828059037,1465517876432.0237,2017
43,EL,11824000000.0,0.7941,0.184,0.1056,0.2849,0.1484,0.3276,0.8411,0.8148,0.0646,0.1196,0.0521,0.0907,0.0428,0.0295,28.2294,17.0581,8.0567,Consumer Defensive,35304547417.32,3.0922342066257937,2.4090151328125105,1465517876432.0237,2017
47,PPC,10767863000.0,0.1367,0.125,0.0645,0.3762,0.1579,0.2186,1.5586,1.4535,-0.0912,0.1473,0.0592,0.32,0.0931,0.0054,10.8172,7.1467,4.0665,Consumer Defensive,7507350691.44,-48.60834966187222,0.5122660604944329,1465517876432.0237,2017
48,DLTR,20719200000.0,0.3086,0.113,0.0433,0.1663,0.0827,0.1811,2.3273,1.173,0.2114,0.1979,0.258,0.131,0.3256,0.098,19.8026,9.9111,3.2961,Consumer Defensive,17764374129.25,-16.901281013849573,1.2121567682612966,1465517876432.0237,2017
51,DF,7795025000.0,0.2332,0.035,0.0079,0.0939,0.0301,0.0427,3.3087,1.3922,-0.0722,-0.1033,-0.031,-0.1697,-0.0537,0.0,17.0735,7.2102,1.6118,Consumer Defensive,1057341972.6,-66.03298318625762,0.07214800921939102,1465517876432.0237,2017
57,CASY,7506587000.0,0.224,0.068,0.0236,0.1491,0.0768,0.0728,1.6645,0.7758,0.0917,0.1397,0.0086,0.085,-0.0204,0.1118,24.5374,10.2463,3.6676,Consumer Defensive,4366676249.4,15.130509952283758,0.297961309078753,1465517876432.0237,2017
58,MGPI,347448000.0,0.2188,0.188,0.1204,0.2479,0.1368,0.2132,0.329,0.1455,-0.0073,0.0889,0.0216,0.9412,0.0464,0.2222,32.459,20.6294,7.8767,Consumer Defensive,1324599091.2,-27.669071210753664,0.09038436940973336,1465517876432.0237,2017
60,TSN,38260000000.0,0.1323,0.096,0.0464,0.1683,0.0742,0.2276,2.6979,0.9679,0.0352,0.202,0.028,0.2472,-0.0051,0.257,14.3704,9.6589,2.4649,Consumer Defensive,25505145149.01,-32.44791594574875,1.7403503266098181,1465517876432.0237,2017
61,MKC,4834100000.0,0.4158,0.16899999999999998,0.0917,0.1725,0.0497,0.9263,5.9339,1.9554,0.0492,0.0748,0.0403,0.0304,0.0395,0.0229,27.1034,22.3436,5.2065,Consumer Defensive,13385413344.42,39.94566094586421,0.9133572206576129,1465517876432.0237,2017
63,HAIN,2343505000.0,0.2216,0.073,0.0288,0.0394,0.0278,0.0816,3.5919,0.4377,0.0704,0.0075,0.078,-0.0613,0.016,-0.2118,59.7231,27.1911,2.3501,Consumer Defensive,4025526740.34,-62.19308851434231,0.2746828820771958,1465517876432.0237,2017
65,HSY,7515426000.0,0.4598,0.199,0.1042,0.8554,0.2083,0.3853,1.6966,3.1906,0.0505,0.147,0.0368,0.0465,0.0201,-0.0104,32.5901,17.473,25.8058,Consumer Defensive,23621060845.56,-1.7034352202518517,1.6117893357308108,1465517876432.0237,2017
76,PETS,249176000.0,0.3183,0.158,0.0956,0.2551,0.6558,0.2545,-1.4947,0.0,0.0623,0.0699,0.0128,0.0781,0.0164,0.0924,17.0678,9.0262,4.3701,Consumer Defensive,413395815.12,-49.03159669604822,0.02820817280826768,1465517876432.0237,2017
77,THS,6307100000.0,0.1713,-0.017,-0.0454,-0.1265,-0.051,-0.1313,-21.8966,1.1248,0.1152,0.0,0.1285,0.0,0.1384,0.0,0.0,0.0,1.2387,Consumer Defensive,2809265534.4,3.2790237482392968,0.1916909769288853,1465517876432.0237,2017
82,IPAR,591251000.0,0.6364,0.132,0.0703,0.096,0.2239,0.106,-2.7794,0.1398,0.0409,0.0556,-0.0238,-0.2083,0.0553,0.1192,32.6692,14.524,3.1287,Consumer Defensive,1355064200.6,53.31913245897299,0.09246316420916431,1465517876432.0237,2017
83,INGR,5832000000.0,0.2524,0.17800000000000002,0.08900000000000001,0.1795,0.1108,0.1412,1.2139,0.6448,0.0596,0.1052,-0.0105,0.052000000000000005,0.017,0.1433,19.4133,10.9046,3.4859,Consumer Defensive,10058944050.0,-33.18076949093719,0.686374708337894,1465517876432.0237,2017
84,SAFM,3342226000.0,0.192,0.158,0.0837,0.1952,0.2383,0.1831,-0.7959999999999999,0.0,0.0721,0.1213,0.0718,0.3926,0.069,0.0445,12.1602,5.6622,2.3742,Consumer Defensive,3401883198.54,-24.968759275317613,0.2321284000180391,1465517876432.0237,2017
86,UNFI,9274471000.0,0.1541,0.034,0.014,0.0774,0.0648,0.0834,1.1669,0.2293,0.1095,0.081,0.113,0.0656,0.1022,0.0058,14.9922,7.3146,1.1596,Consumer Defensive,1950196836.19,-78.66209968834471,0.1330721970405427,1465517876432.0237,2017
88,LOPE,974134000.0,0.4307,0.349,0.2087,0.2062,0.2405,0.192,-0.7962,0.0676,0.1469,0.4888,0.1237,0.2245,0.1084,0.2078,20.7285,11.851,4.287,Consumer Defensive,4299117364.38,7.611376013537862,0.29335141068676074,1465517876432.0237,2017
89,EPC,2298400000.0,0.4919,0.048,0.0025,0.0033,0.0032,0.0051,9.4119,0.8869,-0.0374,-0.3318,-0.1067,-0.5639,-0.0156,-0.7411,720.0,46.4664,2.3551,Consumer Defensive,4101934968.0,-38.09050664590682,0.27989661770531554,1465517876432.0237,2017
91,CALM,1074513000.0,0.0424,-0.06,-0.0691,-0.0881,-0.1028,-0.0886,2.242,0.013,0.0574,0.0,-0.0096,0.0,-0.0948,0.0,0.0,0.0,2.2345,Consumer Defensive,1882341351.25,-1.8049615017342668,0.12844206007454392,1465517876432.0237,2017
93,CORE,15687600000.0,0.0505,0.006,0.0021,0.0603,0.03,0.0342,5.5075,1.0054,0.0985,0.0235,0.1188,-0.0037,0.1505,-0.0784,43.375,20.8866,2.6044,Consumer Defensive,1442558858.58,-24.300730063581753,0.09843338534307612,1465517876432.0237,2017
95,FIZZ,826918000.0,0.3943,0.213,0.1295,0.4358,0.7787,0.4347,-0.7755,0.0,0.0419,0.156,0.0549,0.1931,0.0867,0.3464,38.9957,22.9764,17.0066,Consumer Defensive,4176733249.5,-24.49740850634037,0.28500049823129764,1465517876432.0237,2017
96,UVV,2071218000.0,0.1906,0.104,0.0513,0.0826,0.0701,0.066,0.6685,0.3326,0.0135,0.1026,-0.0345,0.0274,-0.0686,-0.1089,79.4944,8.9763,1.3881,Consumer Defensive,1788096516.75,8.445509644202081,0.12201123886003576,1465517876432.0237,2017
99,NUS,2279099000.0,0.7797,0.14800000000000002,0.0568,0.1837,0.2193,0.1628,-0.1472,0.5516,0.0922,0.1373,0.0417,-0.0769,-0.0026,-0.0853,27.9837,10.56,5.1301,Consumer Defensive,3609728358.32,-8.762576324379449,0.24631076948090938,1465517876432.0237,2017
100,PSMT,2996628000.0,0.1591,0.062,0.0303,0.128,0.1272,0.1287,-0.3046,0.15,0.1235,0.209,0.076,0.0572,0.0566,-0.0108,27.2651,12.9874,3.4448,Consumer Defensive,2469800125.0,-32.29401081353745,0.16852746491315548,1465517876432.0237,2017
102,LBY,785156000.0,0.1962,-0.015,-0.1189,-1.3958,-0.0606,-0.2248,-30.9388,5.7463,-0.0449,0.0,-0.0213,0.0,-0.033,0.0,0.0,0.0,2.5293,Consumer Defensive,169083709.44,-48.487568759104306,0.011537471644607588,1465517876432.0237,2017
104,HELE,1397535000.0,0.4103,0.145,0.1007,0.1378,0.0696,0.3578,2.2788,0.4757,0.0919,0.1189,0.0613,0.0774,0.0726,0.2379,19.1194,15.2909,2.5831,Consumer Defensive,2636660773.2,36.71703684007724,0.17991324538594247,1465517876432.0237,2017
106,TUES,966665000.0,0.3318,-0.01,-0.0337,-0.1637,-0.084,-0.1337,-2.5483,0.1534,-0.0001,0.0,0.0259,0.0,0.0299,0.0,0.0,0.0,0.4207,Consumer Defensive,85691609.3,-41.379310628321726,0.005847189630236811,1465517876432.0237,2017
108,ATGE,1207909000.0,0.4716,0.16399999999999998,0.1012,0.0733,0.0502,0.2099,-0.6099,0.0749,0.039,0.0616,-0.0943,-0.0202,-0.1397,-0.0256,19.6632,11.3938,1.4240000000000002,Consumer Defensive,2376656700.0,9.410403918668713,0.1621717986672569,1465517876432.0237,2017
109,UTI,324263000.0,0.4417,0.046,-0.0251,-0.0646,-0.015,-0.0486,-4.6855,0.343,-0.0006,0.0,-0.0475,0.0,-0.0511,0.0,0.0,1.0981,0.6845,Consumer Defensive,85909683.98,53.36134117055904,0.005862070013718104,1465517876432.0237,2017
110,CENT,2054478000.0,0.308,0.096,0.0384,0.124,0.0938,0.1224,1.7847,0.6224,0.0566,0.1315,0.0276,0.2869,0.0761,1.0578,24.7962,12.0445,3.103,Consumer Defensive,2015587397.01,-11.234219160198505,0.13753413925711952,1465517876432.0237,2017
114,LANC,1201842000.0,0.2652,0.16699999999999998,0.0959,0.2002,0.2209,0.2846,-0.7140000000000001,0.0,0.039,0.1128,0.0387,0.0367,0.0476,0.1527,29.1259,16.0759,5.8326,Consumer Defensive,3365071818.42,39.76075014192129,0.22961656575712774,1465517876432.0237,2017
115,SAM,862992000.0,0.5213,0.194,0.1148,0.2339,0.1797,0.2197,-0.3921,0.0,0.1153,0.1791,0.096,0.1211,0.0098,0.0556,23.2274,12.9572,5.2322,Consumer Defensive,2234645290.0,26.757892809416127,0.15248161253689432,1465517876432.0237,2017
117,WMK,3466807000.0,0.2632,0.047,0.0284,0.0991,0.0452,0.0899,-0.4658,0.0352,0.0414,0.0683,0.0512,0.0359,0.0768,0.2186,11.4809,6.4078,1.1384,Consumer Defensive,1130272574.86,16.827958084083114,0.07712444815833853,1465517876432.0237,2017
118,STRA,454851000.0,0.4505,0.157,0.0453,0.0985,0.3389,0.1057,-2.1846,0.0,0.0668,-0.0823,-0.029,-0.1972,0.0029,-0.2395,47.2487,12.0823,4.6637,Consumer Defensive,1018357485.75,25.89515231477833,0.06948789244586437,1465517876432.0237,2017
119,GPX,509208000.0,0.1611,0.059,0.0253,0.0685,0.0553,0.2348,1.4125,0.3493,0.0738,0.0284,0.0749,-0.0845,0.0414,-0.191,30.8442,14.7909,2.1197,Consumer Defensive,398610998.75,-46.905264603464225,0.02719932695194859,1465517876432.0237,2017
120,APEI,299248000.0,0.6118,0.172,0.0706,0.073,0.187,0.0869,-3.4872,0.0,0.1303,0.0661,0.0088,-0.1139,-0.0295,-0.1795,19.8462,4.68,1.4501,Consumer Defensive,419709601.2,10.310077232836266,0.028638995671743873,1465517876432.0237,2017
127,IMKTA,4002699727.0,0.2407,0.061,0.0135,0.1054,0.0542,0.0368,3.5193,1.7178,0.0544,0.0106,0.0521,0.0823,0.0544,0.0558,9.3248,5.6526,1.0129,Consumer Defensive,517637276.8,-23.89845822957105,0.0353211165230034,1465517876432.0237,2017
128,CECO,596435000.0,0.7597,0.083,-0.0535,-0.1077,0.1383,-0.243,-3.627,0.0,-0.0696,0.0,-0.1083,0.0,-0.1401,0.0,0.0,13.7755,2.9186,Consumer Defensive,864360885.96,-8.713030636653446,0.05897989371950813,1465517876432.0237,2017
129,TR,519289000.0,0.3696,0.2,0.1557,0.1102,0.0604,0.2094,-1.2566,0.0108,0.011,0.0529,0.0034,0.1086,0.0,0.1017,28.3432,20.7099,3.1,Consumer Defensive,2279284557.7824,-3.8571799903479014,0.15552758478331138,1465517876432.0237,2017
132,ANDE,3686345000.0,0.0865,0.024,0.0115,0.0521,-0.0164,0.0398,5.2615,0.6067,0.0389,-0.0523,-0.0724,-0.1208,-0.0616,-0.2667,20.9603,15.5511,1.1026,Consumer Defensive,898860000.0,-3.642403601688163,0.061333949892742406,1465517876432.0237,2017
133,VLGEA,1604574000.0,0.2722,0.042,0.0143,0.0799,0.1017,0.0791,-0.9692,0.152,0.033,0.0008,0.0141,-0.0708,0.0099,0.6422,13.7389,4.2696,1.2431,Consumer Defensive,356541312.8,19.56553495955103,0.024328690801646305,1465517876432.0237,2017
136,JBSS,846635000.0,0.1676,0.086,0.0427,0.1534,0.1181,0.1343,0.7859,0.2506,0.039,0.0,0.0275,0.1487,0.0196,0.1024,19.6176,10.5091,3.0077,Consumer Defensive,705975430.86,-9.618101639765381,0.048172420290005645,1465517876432.0237,2017
139,JJSF,1084224000.0,0.3053,0.153,0.073,0.116,0.1233,0.1615,-0.8974,0.0018,0.0662,0.094,0.0563,0.0808,0.0559,0.0325,31.331,14.0773,3.6329,Consumer Defensive,2483431031.49,-1.858360388887136,0.16945757342354675,1465517876432.0237,2017
141,FC,185256000.0,0.6621,0.015,-0.0387,-0.0843,-0.0429,-0.2318,13.9408,0.5453,-0.0078,0.0,0.0693,0.0,0.0299,0.0,0.0,110.9108,3.0554,Consumer Defensive,260558261.6,-0.08948750524520864,0.017779261910769718,1465517876432.0237,2017
142,LNDC,469776000.0,0.1686,0.058,0.0225,0.0467,0.0298,0.065,1.768,0.2382,0.0753,-0.1033,0.0699,-0.0459,-0.0129,-0.1856,35.641,15.7562,1.6775,Consumer Defensive,379541988.1,-5.279998779296875,0.0258981479655533,1465517876432.0237,2017
146,BREW,207456000.0,0.3146,0.073,0.0459,0.0728,0.0168,0.066,2.1507,0.2546,0.0804,0.0,0.0369,0.2982,0.0079,0.4511,39.4898,26.6947,2.8557,Consumer Defensive,373387681.35,-26.04651091727893,0.025478207216349788,1465517876432.0237,2017
153,SENEA,1262198000.0,0.0887,0.048,0.0126,0.0374,0.0272,0.0204,5.983,0.8745,-0.0045,-0.0911,0.0379,0.1113,0.0121,0.0829,22.4224,11.8406,0.8285,Consumer Defensive,352299936.1,-6.40132779301794,0.024039279340468764,1465517876432.0237,2017
156,BRID,167223000.0,0.3683,0.097,0.0528,0.1576,0.1159,0.1518,-0.7477,0.0,0.0387,0.0,0.0584,0.1959,0.0801,0.0,13.5052,6.5949,2.1218,Consumer Defensive,118906499.2,58.32669750796165,0.008113616429537654,1465517876432.0237,2017
158,LFVN,199489000.0,0.8323,0.026,0.0081,0.1107,0.2236,0.105,-0.7843,0.5121,0.2464,0.0,0.1081,-0.3288,0.005,-0.4643,36.0833,11.2452,4.158,Consumer Defensive,61627196.97,174.7916470054131,0.004205148088676932,1465517876432.0237,2017
159,NAII,121946000.0,0.2149,0.102,0.0593,0.1183,0.1758,0.1215,-2.2278,0.0,0.0389,0.0,0.1218,0.1305,0.1959,0.5553,9.0455,3.2960000000000003,1.0738,Consumer Defensive,69036602.4,-4.56310930412979,0.004710730828345661,1465517876432.0237,2017
162,UG,12968205.0,0.5912,0.444,0.2964,0.3373,1.0965,0.3381,-1.4685,0.0,0.0162,0.0156,-0.0126,-0.0446,-0.0119,-0.0171,21.6071,13.0298,7.3168,Consumer Defensive,83386889.85,7.007536853259411,0.005689926488854249,1465517876432.0237,2017
163,LWAY,118893000.0,0.2582,0.021,-0.0029,-0.0074,-0.0066,-0.0096,0.5102,0.1348,0.1238,0.0,0.0824,0.0,0.0048,0.0,0.0,53.29600000000001,2.888,Consumer Defensive,134603817.6,-77.6190466594263,0.009184727103275524,1465517876432.0237,2017
164,ACU,130550349.0,0.3669,0.08199999999999999,0.031,0.0812,0.0554,0.0542,3.5547,0.9497,0.0809,0.0059,0.0738,0.0105,0.0588,-0.0621,18.9917,10.7907,1.5526,Consumer Defensive,77535921.78,-36.69697129984975,0.005290684134728561,1465517876432.0237,2017
165,ALCO,129829000.0,0.0688,0.085,-0.0728,-0.0588,-0.0097,-0.0236,16.3789,1.1498,-0.0145,0.0,-0.0199,0.0,0.0333,0.0,0.0,42.176,1.778,Consumer Defensive,285574248.6,2.8785161598941564,0.019486234401675417,1465517876432.0237,2017
171,CYAN,32042000.0,0.3815,0.04,-0.0379,-0.0732,-0.0186,-0.053,4.6883,0.4506,0.1184,0.0,0.0448,0.0,0.0326,0.0,0.0,21.5287,1.3152,Consumer Defensive,21825191.85,-22.564104946720786,0.0014892477397229714,1465517876432.0237,2017
179,JVA,77127595.0,0.1575,0.023,0.0061,0.0187,0.0236,0.0206,3.5,0.337,0.024,-0.0726,-0.1354,-0.2719,-0.0851,-0.5332,52.125,17.5625,0.9774,Consumer Defensive,24435858.06,-19.03670038320864,0.0016673872392121193,1465517876432.0237,2017
180,LINC,261853000.0,0.5058,0.015,-0.0439,-0.2507,-0.0343,-0.2292,7.6301,1.148,-0.016,0.0,-0.0855,0.0,0.0465,0.0,0.0,19.6778,1.0331,Consumer Defensive,48696538.35,62.436548284784095,0.003322821176945141,1465517876432.0237,2017
182,MTEX,176696000.0,0.7981,0.024,-0.0101,-0.0444,0.339,-0.0659,-8.7902,0.0295,-0.0835,0.0,-0.0008,0.0,-0.0295,0.0,0.0,0.4489,0.9926,Consumer Defensive,39950242.25,35.74213887363008,0.0027260153487355327,1465517876432.0237,2017
183,NATR,342029000.0,0.7338,0.038,-0.0378,-0.1081,0.0087,-0.1097,-2.2445,0.1143,-0.0248,0.0,-0.0471,0.0,-0.0543,0.0,0.0,14.5959,1.8293,Consumer Defensive,219262016.8,-29.741384909354075,0.014961401721950965,1465517876432.0237,2017
185,NHTC,197563000.0,0.8044,0.223,0.1193,0.2602,0.0,0.2134,-3.1499,0.0,0.0698,0.0,0.3864,0.5421,0.1958,0.0766,7.5381,0.9341,1.969,Consumer Defensive,179542118.7,33.19433508699438,0.012251103967228056,1465517876432.0237,2017
186,OBCI,37940978.0,0.3593,0.122,0.0686,0.1046,0.0949,0.0922,-0.1823,0.1736,0.0402,0.1157,0.0173,0.0341,0.0258,0.0705,14.6429,7.9942,1.5208,Consumer Defensive,37861778.0,-18.766061150681224,0.0025835084381351232,1465517876432.0237,2017
190,RELV,41788782.0,0.775,0.021,-0.0167,-0.0485,-0.0079,-0.0892,-0.2652,0.212,-0.0729,0.0,-0.1006,0.0,-0.1059,0.0,0.0,10.1714,0.6229,Consumer Defensive,8949026.0,-12.577322587815955,0.0006106391565681518,1465517876432.0237,2017
191,RMCF,38296377.0,0.4585,0.179,0.0901,0.1832,0.2074,0.2546,-0.3185,0.2035,0.0293,-0.022,0.0296,-0.0142,0.0067,-0.0641,18.4237,8.9651,3.3796,Consumer Defensive,63637023.64,-23.730856060895015,0.004342289143202527,1465517876432.0237,2017
197,WVVI,20853527.0,0.6177,0.262,0.1436,0.0669,0.0546,0.0563,-0.8832,0.2,0.0187,0.0552,0.1012,0.1934,0.1021,0.1045,17.9348,6.6115,0.9154,Consumer Defensive,40957364.25,-16.484850103204902,0.002794736584838906,1465517876432.0237,2017
203,FCX,16403000000.0,0.2696,0.318,0.111,0.2283,0.0888,0.0634,1.6676,1.6584,-0.0754,-0.1169,-0.0979,-0.1705,-0.1618,0.0,15.816,7.1512,3.5862,Basic Materials,28618867506.36,-47.355273391479436,4.670939300845874,612700479776.6763,2017
204,NUE,20252393000.0,0.1269,0.128,0.0651,0.1509,0.0962,0.145,1.0801,0.4343,0.0101,-0.0207,0.0082,0.2116,-0.0125,0.2488,16.1849,9.2493,2.4199,Basic Materials,21147817154.48,-20.057541740487657,3.45157509297009,612700479776.6763,2017
205,X,12250000000.0,0.1136,0.096,0.0316,0.1166,0.0703,0.0618,0.9829,0.8142,-0.0688,-0.1143,-0.1217,0.0,-0.1652,0.4666,16.9321,6.5797,1.9724,Basic Materials,6548292842.88,-50.95433888206299,1.0687592158026045,612700479776.6763,2017
218,OLN,6268400000.0,0.1138,0.14300000000000002,0.0877,0.1995,0.023,0.1272,3.7981,1.3117,0.0816,0.0,0.067,0.121,0.0977,0.3497,11.0634,10.6199,2.2182,Basic Materials,6095287309.0,-43.52742437369242,0.9948233288835805,612700479776.6763,2017
219,JCI,22835000000.0,0.3298,0.145,0.0705,0.0788,0.0226,0.2456,3.9937,0.6638,-0.0506,0.0,-0.1147,0.0,-0.1557,0.0,23.5174,12.7416,1.8446,Basic Materials,37715529761.1,-20.101206991696653,6.155622691016492,612700479776.6763,2017
221,CMC,3844069000.0,0.1356,0.058,0.0121,0.0331,0.0388,0.0215,2.5449,0.5888,-0.0713,-0.1816,-0.1281,-0.2585,-0.1679,-0.2533,47.225,12.2733,1.5615,Basic Materials,2187280504.88,-28.06375977877545,0.35699017335146266,612700479776.6763,2017
227,CENX,1589100000.0,0.0826,0.102,0.0306,0.0586,0.0494,0.0364,0.5412,0.3086,-0.0843,0.0,0.0483,0.0,-0.0571,-0.2685,41.9216,12.0237,2.2505,Basic Materials,1867050233.76,-65.80916637174728,0.3047247872958289,612700479776.6763,2017
